#没有用的资料罢了，B站的中立性被钻了空子#





活动排名         视频号           活动投票数     观看数                视频标题
   97    av625140951/BV13t4y1U749     1509       7327     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:41:31：
   1    av200133555/BV14z411b79Z     26477       98508     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23797       30381     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23785       36604     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21909       27919     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21415       19776     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19777       20295     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     19130       16129     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18605       11647     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17839       11878     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17721       9984     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16568       9740     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     15036       8838     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13901       9422     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     7024       4473     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6506       4025     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6263       3082     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5735       4190     【肖战】BT向||肖恶魔|超A《恶之花》极致踩点
   39    av882691900/BV1bK4y1r79U     5669       2536     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5578       2436     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5197       2305     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4907       1981     【肖战】一个永远都在鞠躬的男孩
   47    av967734351/BV1Up4y1C7TE     4798       2536     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4451       1888     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3788       2899     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3507       2290     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     3033       3079     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2916       1515     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2642       1383     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2497       1025     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2484       1038     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2428       1009     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2312       1160     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2279       653     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2195       881     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   81    av327732912/BV1FA411b7xD     2121       639     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2092       708     【肖战】魏无羡混剪
   88    av882625487/BV1DK4y1C7hn     1753       970     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1699       570     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   93    av242648301/BV1fe411x7WP     1593       616     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1534       733     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1528       7345     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:46:32：
   1    av200133555/BV14z411b79Z     26538       98776     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23849       30528     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23833       36761     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     21954       28008     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21459       19844     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19821       20355     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     19174       16171     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18647       11682     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17872       11920     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17759       10023     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16608       9769     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     15073       8859     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13944       9447     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     7050       4489     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6530       4034     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6287       3094     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5753       4203     【肖战】BT向||肖恶魔|超A《恶之花》极致踩点
   39    av882691900/BV1bK4y1r79U     5692       2565     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5603       2448     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5219       2315     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4927       1984     【肖战】一个永远都在鞠躬的男孩
   47    av967734351/BV1Up4y1C7TE     4817       2546     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4467       1900     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3799       2918     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3521       2304     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     3037       3086     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2931       1530     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2657       1394     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2511       1036     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2500       1043     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2441       1014     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2321       1171     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2287       655     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2205       884     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   80    av327732912/BV1FA411b7xD     2128       640     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2104       711     【肖战】魏无羡混剪
   88    av882625487/BV1DK4y1C7hn     1760       971     肖战向心动挑战，愿世界温柔待你。
   90    av840180353/BV1N54y197gw     1708       573     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   92    av242648301/BV1fe411x7WP     1601       617     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1542       735     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1536       7381     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:51:32：
   1    av200133555/BV14z411b79Z     26622       99073     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23929       30659     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23916       36923     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
   4    av497743671/BV1ZK411L7ds     22039       28101     【肖战×肖赞】          ᵀʰᵉ ᵐᵒᵒⁿ ᵈᵒᵉˢ ⁿᵒᵗ ʰᵒˡᵈ ʸᵒᵘ, ᵗⁱᵐᵉ ᵈᵉˢᵗʳᵒʸˢ ʸᵒᵘ, ᵇᵘᵗ ᴵ ˡᵒᵛᵉ ʸᵒᵘ.
   5    av285225485/BV1kf4y1U7Uq     21522       19905     【肖战笑颜】战战超甜治愈系笑容|你的微笑 编织了每一个奇妙
   6    av625145995/BV1Gt4y1U7Ww     19881       20414     【肖战】今日份心动男孩，治愈系笑容
   8    av625216374/BV1At4y127Vo     19227       16233     【肖战】sean xiao×swimming poolsⅠ战哥个人向剪辑Ⅰ他依然还是那个叫肖战的少年
   9    av795139145/BV1jC4y1s73n     18704       11712     可归否【肖战|心动窒息向】爱上你等于爱上寂寞
   10    av667676988/BV1Sa4y1t7ok     17919       11957     【肖战 | 水仙向】【言冰云✖魏无羡】《浮生若梦·上篇》
   11    av837685730/BV14g4y187Sk     17813       10056     肖战你的笑容，是我们最大的鼓励
   12    av625136584/BV1gt4y1U727     16664       9809     【肖战】心动卡点剪辑
   15    av242638773/BV1ye411x7BM     15118       8889     肖战 Solo
   16    av667694827/BV1Wa4y1x7xE     13991       9479     【肖战燃向】超踩点枪声 回来啦
   31    av837723547/BV1Bg4y187b1     7091       4513     【肖战丨眼神杀混剪】肖战的眼睛有多好看丨心动狙击丨Done for me
   34    av752633930/BV1ak4y197ut     6563       4042     【肖战｜民国故梦】豪门贵公子的旧梦时光
   35    av455218792/BV1t5411t7xB     6322       3111     西窗烟雨 ‖ 肖战古风治愈向混剪
   38    av710126493/BV1mQ4y1M76Z     5781       4214     【肖战】BT向||肖恶魔|超A《恶之花》极致踩点
   39    av882691900/BV1bK4y1r79U     5720       2595     【肖战】唯一的你 | 肖学长 | 校园风混剪
   40    av412720063/BV1yV411o7PM     5628       2458     【肖战｜个人向】小冤家
   44    av200173885/BV1zz411b7Zh     5240       2321     【肖战】你热爱的将永远给你快乐，阻挡你的终将被你收服。
   46    av582673600/BV1a64y1u7Jf     4948       1993     【肖战】一个永远都在鞠躬的男孩
   47    av967734351/BV1Up4y1C7TE     4840       2555     【肖战｜个人向】A向杂志踩点混剪
   51    av882722906/BV1zK4y1r7rx     4493       1917     【肖战/古装混剪】陌上人如玉，公子世无双
   58    av285205286/BV1Qc411h7qV     3819       2928     【肖战】跳舞心动挑战，你能坚持几秒？
   60    av582697296/BV1664y1u7Ak     3541       2328     肖战×魏无羡——吹梦到西洲
   65    av285179652/BV1kc411h7gW     3045       3092     【肖战杨紫】尬舞青年欢乐多 Let's Dance 余生请多指教 余生夫妇剧cp 勿ky
   68    av200212016/BV1Dz411b7ro     2952       1545     【肖战心动瞬间】✦演技明场面 | 燃向合集
   72    av200188935/BV1Rz411b7Uw     2674       1409     肖战—只为你的笑容不被辜负
   74    av412743571/BV1rV411o7dP     2527       1043     肖战 | 一笑悬命 | 只要你在笑 世界就还好
   75    av752683081/BV1ok4y19789     2516       1048     肖战 | 魏无羡  一个没有声音的混剪
   76    av370149850/BV1cZ4y1x7SR     2462       1020     【肖战丨让我留在你身边】热爱可抵岁月漫长 彼此保护不是说说而已
   77    av752705204/BV1Xk4y197ri     2336       1179     【肖战】干净治愈甜向|《给你宇宙》坏心情都可以被干净的少年融化
   78    av412644944/BV13V411o7BR     2302       660     【肖战】GIF合集|一起舔颜叭~
   79    av840225816/BV1M54y197WV     2223       889     【肖战】顾魏个人 | 剧情向混剪 | 黑化预警
   80    av327732912/BV1FA411b7xD     2141       642     肖战，王一博，博君一肖
   82    av582640054/BV1p64y1u7F8     2120       715     【肖战】魏无羡混剪
   88    av882625487/BV1DK4y1C7hn     1773       976     肖战向心动挑战，愿世界温柔待你。
   91    av840180353/BV1N54y197gw     1719       573     【肖战】【心动/取向狙击】世间万千繁华，不及你一笑
   92    av242648301/BV1fe411x7WP     1611       619     【肖战｜笑容剪辑】心动
   96    av582658694/BV1q64y1u7P2     1553       740     【肖战】超A兔or甜兔兔？反正是我的巨兔兔！！！
   97    av625140951/BV13t4y1U749     1549       7427     肖战 //  风月 // 岁月里惊鸿一瞥

2020-04-09 21:56:32：
   1    av200133555/BV14z411b79Z     26692       99358     【肖战古装混剪】有眼睛的人会去看，有心的人会去感受。
   2    av625152734/BV1xt4y1U7EN     23992       30793     ［肖战］美颜系列—《我们的歌》1
   3    av285162308/BV1mc411h7Jx     23979       37112     【肖战】纵是年少风流可入画，却也自成风骨难笔拓
